report_id,crew_id,report_date,fatigue_level,samn_perelli_score,notes,category,created_at
266,6,2026-03-07,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-07 09:19:29
267,6,2026-03-10,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-10 04:57:56
268,6,2026-03-11,High,5,"Fatigue impacting performance, requested extra rest.",Layover,2026-03-11 13:00:00
269,6,2026-03-14,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-14 11:34:11
270,6,2026-03-16,Low,2,Feeling fully alert and rested.,Post-Flight,2026-03-16 23:11:55
271,6,2026-03-17,Low,1,"Well rested, good sleep last night.",Layover,2026-03-17 10:00:00
272,6,2026-03-29,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-29 09:54:31
273,6,2026-03-31,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-31 22:37:02
274,6,2026-04-04,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-04 16:41:16
275,6,2026-04-07,Low,1,"No fatigue concerns, ready for duty.",Pre-Flight,2026-04-07 10:06:22
276,6,2026-04-08,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-09 00:10:02
277,6,2026-04-11,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-11 02:12:18
278,6,2026-04-17,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-04-17 20:13:45
279,6,2026-04-25,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-04-25 13:42:12
280,6,2026-04-28,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-28 18:05:44
281,6,2026-04-29,Mild,3,Slightly tired but functioning normally.,Layover,2026-04-29 13:00:00
282,6,2026-05-01,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-05-01 17:57:32
283,6,2026-05-05,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-05 23:24:44
284,6,2026-05-05,High,5,"Fatigue impacting performance, requested extra rest.",Scheduled Check-in,2026-05-05 09:00:00
285,6,2026-05-08,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-05-08 16:57:19
286,6,2026-05-12,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-05-12 09:39:01
287,6,2026-05-14,Low,2,Feeling fully alert and rested.,Layover,2026-05-14 11:00:00
288,6,2026-05-16,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-05-16 07:00:00
289,6,2026-05-17,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-05-17 21:27:38
290,6,2026-05-30,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-30 16:58:23
291,6,2026-06-02,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-02 19:40:34
292,6,2026-06-04,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-06-04 20:15:24
293,6,2026-06-06,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-06 17:56:30
294,6,2026-06-11,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-06-11 07:21:12
295,6,2026-06-12,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-12 16:11:44
296,6,2026-06-16,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-16 05:23:05
297,6,2026-06-18,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-18 09:22:07
298,6,2026-06-20,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-20 01:20:31
299,6,2026-06-25,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-25 02:27:57
300,6,2026-06-28,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-28 12:10:34
301,6,2026-06-29,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-29 20:24:54
302,6,2026-07-02,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-07-02 14:19:23
303,7,2026-01-07,Low,2,Feeling fully alert and rested.,Post-Flight,2026-01-07 22:02:17
304,7,2026-01-09,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-09 22:33:58
305,7,2026-01-12,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-12 13:23:43
306,7,2026-01-21,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-01-21 01:43:48
307,7,2026-01-23,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-23 19:19:31
308,7,2026-01-26,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-01-26 23:33:58
309,7,2026-02-02,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-02 05:22:06
310,7,2026-02-02,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-02-02 10:00:00
311,7,2026-02-04,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-04 04:18:20
312,7,2026-02-06,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-06 12:22:14
313,7,2026-02-08,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-08 04:41:38
314,7,2026-02-11,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-11 18:55:14
315,7,2026-02-15,Low,1,Feeling fully alert and rested.,Pre-Flight,2026-02-15 18:45:32
316,7,2026-02-20,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-02-20 06:49:13
317,7,2026-02-20,Low,2,"Well rested, good sleep last night.",Layover,2026-02-20 09:00:00
318,7,2026-02-24,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-24 11:07:06
319,7,2026-02-27,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-02-27 10:48:54
320,7,2026-03-03,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-03 17:13:21
321,7,2026-03-06,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-06 20:22:23
322,7,2026-03-09,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-03-09 09:58:45
323,7,2026-03-14,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-14 01:19:03
324,7,2026-03-24,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-24 03:48:43
325,7,2026-03-29,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-29 13:01:07
326,7,2026-04-01,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-01 21:07:49
327,7,2026-04-04,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-04 22:31:29
328,7,2026-04-06,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-04-06 19:38:52
329,7,2026-04-09,Low,1,"Well rested, good sleep last night.",Layover,2026-04-09 10:00:00
330,7,2026-04-11,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-04-11 02:56:30
331,7,2026-04-15,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-15 04:59:02
332,7,2026-04-17,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-04-17 11:45:33
333,7,2026-04-20,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-04-20 05:17:03
334,7,2026-04-22,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-04-22 01:41:35
335,7,2026-04-23,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-23 19:12:12
336,7,2026-04-24,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-04-24 08:00:00
337,7,2026-04-29,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-29 09:28:57
338,7,2026-05-02,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-05-02 22:28:23
339,7,2026-05-06,Low,2,Feeling fully alert and rested.,Layover,2026-05-06 18:00:00
340,7,2026-05-09,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-09 03:36:33
341,7,2026-05-11,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-05-11 21:23:57
342,7,2026-05-15,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-05-16 00:26:14
343,7,2026-05-15,Mild,3,"Minor drowsiness, manageable.",Scheduled Check-in,2026-05-15 18:00:00
344,7,2026-05-25,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-25 05:10:58
345,7,2026-05-25,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-05-25 10:00:00
346,7,2026-05-30,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-30 18:14:18
347,7,2026-06-03,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-03 04:23:18
348,7,2026-06-07,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-06-07 02:33:43
349,7,2026-06-17,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-17 03:12:21
350,7,2026-06-20,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-20 12:47:21
351,7,2026-06-21,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-06-21 10:00:00
352,7,2026-06-29,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-06-29 20:18:43
353,7,2026-07-02,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-07-02 13:00:00
354,7,2026-07-03,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-07-03 03:29:35
355,8,2026-01-08,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-01-08 14:41:40
356,8,2026-01-10,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-01-10 17:46:04
357,8,2026-01-14,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-14 00:46:16
358,8,2026-01-16,Low,1,Feeling fully alert and rested.,Layover,2026-01-16 14:00:00
359,8,2026-01-19,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-19 18:24:02
360,8,2026-01-26,Mild,3,A bit sluggish after early report time.,Layover,2026-01-26 20:00:00
361,8,2026-01-27,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-01-27 14:11:42
362,8,2026-01-30,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-01-30 10:06:59
363,8,2026-02-10,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-02-10 23:20:29
364,8,2026-02-14,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-14 20:43:40
365,8,2026-02-22,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-02-22 02:25:27
366,8,2026-02-24,Low,1,Feeling fully alert and rested.,Layover,2026-02-24 20:00:00
367,8,2026-02-26,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-02-26 03:32:53
368,8,2026-03-02,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-03-02 12:01:27
369,8,2026-03-05,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-05 02:26:55
370,8,2026-03-13,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-03-13 18:00:00
371,8,2026-03-15,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-03-15 02:01:39
372,8,2026-03-17,Severe,7,"Fighting to stay awake, flagged to scheduling.",Post-Flight,2026-03-17 04:13:59
373,8,2026-03-17,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-03-17 12:00:00
374,8,2026-03-18,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-18 20:15:02
375,8,2026-03-22,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-03-22 02:15:25
376,8,2026-04-01,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-04-01 06:50:45
377,8,2026-04-04,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-04-04 15:28:08
378,8,2026-04-09,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-09 06:25:37
379,8,2026-04-11,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-11 20:40:59
380,8,2026-04-11,Mild,3,"Minor drowsiness, manageable.",Scheduled Check-in,2026-04-11 19:00:00
381,8,2026-04-15,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-04-15 01:19:40
382,8,2026-04-18,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-18 22:44:08
383,8,2026-04-21,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-22 00:20:30
384,8,2026-04-21,Mild,3,A bit sluggish after early report time.,Layover,2026-04-21 19:00:00
385,8,2026-04-26,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-04-26 03:50:41
386,8,2026-04-28,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-28 10:25:39
387,8,2026-04-30,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-30 13:24:41
388,8,2026-05-03,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-03 08:15:24
389,8,2026-05-06,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-05-06 01:39:06
390,8,2026-05-13,Low,2,"Well rested, good sleep last night.",Layover,2026-05-13 11:00:00
391,8,2026-05-16,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-05-16 10:49:22
392,8,2026-05-19,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-19 06:01:18
393,8,2026-05-26,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-05-26 11:03:29
394,8,2026-05-30,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-30 07:23:17
395,8,2026-06-09,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-09 01:22:29
396,8,2026-06-10,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-10 14:46:27
397,8,2026-06-12,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-06-12 20:48:26
398,8,2026-06-14,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-14 18:14:20
399,8,2026-06-18,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-06-18 04:49:07
400,8,2026-06-20,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-06-20 03:58:11
401,8,2026-06-23,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-06-23 11:44:48
402,8,2026-06-25,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-06-25 12:00:00
403,8,2026-06-27,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-06-27 01:57:12
404,8,2026-06-29,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-29 23:53:59
405,8,2026-07-03,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-07-03 22:18:56
406,9,2026-01-08,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-01-08 13:00:00
407,9,2026-01-15,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-16 00:33:03
408,9,2026-01-19,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-01-19 13:32:20
409,9,2026-01-23,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-01-23 10:10:54
410,9,2026-01-25,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-25 05:46:15
411,9,2026-01-28,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-01-28 02:38:59
412,9,2026-01-30,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-01-30 19:00:00
413,9,2026-01-31,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-31 18:46:40
414,9,2026-02-03,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-02-03 17:53:00
415,9,2026-02-06,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-02-06 13:35:23
416,9,2026-02-11,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-11 08:00:57
417,9,2026-02-11,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-02-11 11:00:00
418,9,2026-02-12,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-12 13:11:36
419,9,2026-02-14,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-14 16:26:26
420,9,2026-02-18,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-18 06:48:42
421,9,2026-02-19,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-02-19 15:39:38
422,9,2026-02-21,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-21 22:30:33
423,9,2026-02-25,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-02-25 14:18:49
424,9,2026-02-27,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-02-27 19:15:08
425,9,2026-03-02,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-02 08:21:12
426,9,2026-03-02,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-03-02 18:00:00
427,9,2026-03-03,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-03 12:54:24
428,9,2026-03-08,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-08 03:46:46
429,9,2026-03-14,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-03-14 04:27:26
430,9,2026-03-19,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-03-19 03:55:07
431,9,2026-03-22,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-22 20:58:40
432,9,2026-04-02,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-04-02 19:40:38
433,9,2026-04-06,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-06 11:07:09
434,9,2026-04-10,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-10 01:32:06
435,9,2026-04-16,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-16 07:56:37
436,9,2026-04-17,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-17 11:49:33
437,9,2026-04-22,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-22 02:47:07
438,9,2026-04-24,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-24 01:11:45
439,9,2026-04-25,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-25 16:28:52
440,9,2026-04-29,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-04-29 16:19:53
441,9,2026-05-05,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-05 22:49:34
442,9,2026-05-08,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-08 18:41:09
443,9,2026-05-12,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-12 09:19:17
444,9,2026-05-14,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-05-14 18:41:55
445,9,2026-05-17,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-17 20:14:26
446,9,2026-05-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-05-21 19:55:03
447,9,2026-05-26,Low,2,"Well rested, good sleep last night.",Layover,2026-05-26 17:00:00
448,9,2026-05-28,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-28 07:12:39
449,9,2026-06-01,Low,1,Feeling fully alert and rested.,Layover,2026-06-01 19:00:00
450,9,2026-06-03,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-03 18:18:04
451,9,2026-06-05,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-05 22:23:06
452,9,2026-06-05,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-06-05 17:00:00
453,9,2026-06-20,Mild,3,A bit sluggish after early report time.,Layover,2026-06-20 07:00:00
454,9,2026-06-26,Low,2,Feeling fully alert and rested.,Post-Flight,2026-06-27 00:35:28
455,9,2026-06-30,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-30 18:48:59
456,9,2026-07-01,Low,2,"Well rested, good sleep last night.",Layover,2026-07-01 19:00:00
457,10,2026-01-09,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-09 02:32:47
458,10,2026-01-10,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-01-10 15:21:14
